Tue Jan 16 09:07:54 2018    ikfast_profile.out

         1868569599 function calls (1790298646 primitive calls) in 746.066 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
gruntz.py:117(<module>)                                       ->       3    0.000    0.000  cache.py:50(__cacheit)
                                                                       6    0.000    0.000  gruntz.py:130(debug)
                                                                       5    0.000    0.000  gruntz.py:152(timeit)
                                                                       1    0.000    0.000  gruntz.py:233(SubsSet)
                                                                       1    0.000    0.000  six.py:184(find_module)
test_datatype.py:14(<module>)                                 ->       1    0.000    0.000  test_datatype.py:27(BaseType)
                                                                       1    0.000    0.000  test_datatype.py:36(TestCreation)
sympyrationalfield.py:1(<module>)                             ->       1    0.000    0.000  sympyrationalfield.py:14(SymPyRationalField)
logic.py:83(__new__)                                          ->      81    0.000    0.000  {built-in method __new__ of type object at 0x561f3012bbc0}
                                                                      81    0.000    0.000  {isinstance}
legendre.py:83(<module>)                                      ->       1    0.000    0.000  abc.py:86(__new__)
                                                                       1    0.000    0.000  legendre.py:1795(Legendre)
                                                                       4    0.000    0.000  {numpy.core.multiarray.array}
densetools.py:1(<module>)                                     ->      33    0.000    0.000  Shadow.py:85(_empty_decorator)
                                                                      33    0.000    0.000  cythonutils.py:8(cythonized)
                                                                       1    0.000    0.000  six.py:184(find_module)
six.py:91(__get__)                                            ->       3    0.000    0.000  six.py:114(_resolve)
                                                                       3    0.000    0.000  six.py:159(_resolve)
                                                                       4    0.000    0.000  {delattr}
                                                                       2    0.000    0.000  {setattr}
realdomain.py:120(to_sympy)                                   ->      11    0.000    0.000  numbers.py:294(__new__)
locale.py:365(normalize)                                      ->       4    0.000    0.000  locale.py:349(_replace_encoding)
                                                                       8    0.000    0.000  {isinstance}
                                                                      12    0.000    0.000  {method 'get' of 'dict' objects}
                                                                       8    0.000    0.000  {method 'replace' of 'str' objects}
                                                                       4    0.000    0.000  {method 'split' of 'str' objects}
                                                                       8    0.000    0.000  {method 'translate' of 'str' objects}
_weakrefset.py:83(add)                                        ->     104    0.000    0.000  {method 'add' of 'set' objects}
case.py:58(decorator)                                         ->       3    0.000    0.000  functools.py:17(update_wrapper)
                                                                       3    0.000    0.000  functools.py:39(wraps)
                                                                       6    0.000    0.000  {isinstance}
libintmath.py:58(python_trailing)                             ->
errors.py:5(<module>)                                         ->       1    0.000    0.000  errors.py:9(MessageError)
                                                                       1    0.000    0.000  errors.py:13(MessageParseError)
                                                                       1    0.000    0.000  errors.py:17(HeaderParseError)
                                                                       1    0.000    0.000  errors.py:21(BoundaryError)
                                                                       1    0.000    0.000  errors.py:25(MultipartConversionError)
                                                                       1    0.000    0.000  errors.py:29(CharsetError)
                                                                       1    0.000    0.000  errors.py:35(MessageDefect)
                                                                       1    0.000    0.000  errors.py:41(NoBoundaryInMultipartDefect)
                                                                       1    0.000    0.000  errors.py:44(StartBoundaryNotFoundDefect)
                                                                       1    0.000    0.000  errors.py:47(FirstHeaderLineIsContinuationDefect)
                                                                       1    0.000    0.000  errors.py:50(MisplacedEnvelopeHeaderDefect)
                                                                       1    0.000    0.000  errors.py:53(MalformedHeaderDefect)
                                                                       1    0.000    0.000  errors.py:56(MultipartInvariantViolationDefect)
math2.py:6(<module>)                                          ->      30    0.000    0.000  math2.py:27(_mathfun_real)
                                                                       8    0.000    0.000  math2.py:42(_mathfun)
                                                                       4    0.000    0.000  math2.py:53(_mathfun_n)
                                                                       1    0.000    0.000  {len}
                                                                       1    0.000    0.000  {math.log}
codecs.py:302(__init__)                                       ->      60    0.000    0.000  codecs.py:253(__init__)
extras.py:232(__init__)                                       ->       9    0.000    0.000  extras.py:236(getdoc)
evalf.py:892(evalf_symbol)                                    ->
ctypeslib.py:330(prep_simple)                                 ->
densearith.py:735(dup_sub_mul)                                ->       9    0.000    0.000  densearith.py:615(dup_sub)
                                                                       9    0.000    0.000  densearith.py:774(dup_mul)
power.py:12(integer_nthroot)                                  ->      15    0.000    0.000  libintmath.py:271(sqrtrem_python)
lobpcg.py:11(<module>)                                        ->       1    0.000    0.000  lobpcg.py:85(CallableLinearOperator)
                                                                       3    0.000    0.000  six.py:184(find_module)
rational.py:31(__new__)                                       ->      56    0.000    0.000  rational.py:7(create_reduced)
pretty_symbology.py:101(<lambda>)                             ->      24    0.000    0.000  pretty_symbology.py:10(U)
                                                                      24    0.000    0.000  {method 'upper' of 'str' objects}
zetazeros.py:16(<module>)                                     ->       2    0.000    0.000  functions.py:81(defun_wrapped)
                                                                       4    0.000    0.000  functions.py:84(defun)
__init__.py:937(_open)                                        ->       4    0.000    0.000  {open}
ikfast.py:11573(__init__)                                     ->
_inspect.py:67(getargs)                                       ->      38    0.000    0.000  _inspect.py:43(iscode)
                                                                      38    0.000    0.000  {range}
_weakrefset.py:20(__enter__)                                  ->      88    0.000    0.000  {method 'add' of 'set' objects}
matrices.py:511(__repr__)                                     ->       2    0.000    0.000  str.py:471(sstr)
add.py:1(<module>)                                            ->       1    0.000    0.000  add.py:8(Add)
                                                                       1    0.000    0.000  core.py:118(__init__)
__init__.py:14(__sympy_debug)                                 ->       1    0.000    0.000  os.py:512(getenv)
                                                                       1    0.000    0.000  six.py:184(find_module)
                                                                       1    0.000    0.000  {eval}
piecewise.py:1(<module>)                                      ->       2    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  piecewise.py:6(ExprCondPair)
                                                                       1    0.000    0.000  piecewise.py:44(Piecewise)
attrs.py:28(AttributeManager)                                 ->       6    0.000    0.000  {h5py._objects.with_phil}
extras.py:236(getdoc)                                         ->       9    0.000    0.000  core.py:113(get_object_signature)
                                                                      18    0.000    0.000  {getattr}
                                                                       9    0.000    0.000  {method 'join' of 'str' objects}
threading.py:114(RLock)                                       ->       7    0.000    0.000  threading.py:132(__init__)
__init__.py:646(_addHandlerRef)                               ->       6    0.000    0.000  __init__.py:205(_acquireLock)
                                                                       6    0.000    0.000  __init__.py:214(_releaseLock)
                                                                       6    0.000    0.000  {method 'append' of 'list' objects}
openravepy_ext.py:83(_registerEnumPicklers)                   ->       1    0.000    0.000  copy_reg.py:14(pickle)
                                                                       1    0.000    0.000  copy_reg.py:27(constructor)
densearith.py:1(<module>)                                     ->      40    0.000    0.000  Shadow.py:85(_empty_decorator)
                                                                      40    0.000    0.000  cythonutils.py:8(cythonized)
textplot.py:1(<module>)                                       ->       1    0.000    0.000  six.py:184(find_module)
libmpf.py:651(mpf_abs)                                        ->      46    0.000    0.000  libmpf.py:208(_normalize1)
libmpi.py:4(<module>)                                         ->       8    0.000    0.000  libmpf.py:410(from_float)
linalg.py:99(<module>)                                        ->       2    0.000    0.000  linalg.py:110(LinearAlgebraMethods)
                                                                       1    0.000    0.000  six.py:184(find_module)
collections.py:373(<genexpr>)                                 ->      66    0.000    0.000  {method 'format' of 'str' objects}
runtests.py:70(get_sympy_dir)                                 ->       3    0.000    0.000  genericpath.py:46(isdir)
                                                                       1    0.000    0.000  posixpath.py:61(join)
                                                                       1    0.000    0.000  posixpath.py:120(dirname)
                                                                       1    0.000    0.000  posixpath.py:329(normpath)
                                                                       1    0.000    0.000  posixpath.py:358(abspath)
                                                                       1    0.000    0.000  runtests.py:47(sys_normcase)
                                                                       1    0.000    0.000  {method 'lower' of 'str' objects}
                                                                       1    0.000    0.000  {method 'upper' of 'str' objects}
logic.py:94(__hash__)                                         -> 186/180    0.000    0.000  {hash}
power.py:210(_eval_is_bounded)                                ->      29    0.000    0.000  assumptions.py:365(getit)
                                                                      14    0.000    0.000  power.py:91(base)
                                                                      22    0.000    0.000  power.py:95(exp)
factortools.py:1(<module>)                                    ->      22    0.000    0.000  Shadow.py:85(_empty_decorator)
                                                                      22    0.000    0.000  cythonutils.py:8(cythonized)
FixTk.py:1(<module>)                                          ->       2    0.000    0.000  genericpath.py:23(exists)
                                                                       2    0.000    0.000  posixpath.py:61(join)
                                                                       1    0.000    0.000  posixpath.py:358(abspath)
zeta_functions.py:1(<module>)                                 ->       2    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  zeta_functions.py:7(zeta)
                                                                       1    0.000    0.000  zeta_functions.py:49(dirichlet_eta)
_structures.py:43(__neg__)                                    ->
matrices.py:2842(SparseMatrix)                                ->
rootisolation.py:1(<module>)                                  ->       1    0.000    0.000  rootisolation.py:1587(RealInterval)
                                                                       1    0.000    0.000  rootisolation.py:1692(ComplexInterval)
polyutils.py:118(order_if_multiple_key)                       ->     197    0.000    0.000  {len}
UserDict.py:91(get)                                           ->       4    0.000    0.000  UserDict.py:35(__getitem__)
                                                                      41    0.000    0.000  UserDict.py:103(__contains__)
tensor_functions.py:1(<module>)                               ->       2    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  six.py:184(find_module)
                                                                       1    0.000    0.000  tensor_functions.py:10(Dij)
                                                                       1    0.000    0.000  tensor_functions.py:48(LeviCivita)
os.py:35(_get_exports_list)                                   ->       1    0.000    0.000  {dir}
odes.py:1(<module>)                                           ->       2    0.000    0.000  odes.py:4(ODEMethods)
                                                                       1    0.000    0.000  six.py:184(find_module)
version.py:362(<lambda>)                                      ->
Shadow.py:328(__init__)                                       ->
matrices.py:735(__init__)                                     ->
polyutils.py:45(<module>)                                     ->       1    0.000    0.000  polyutils.py:58(RankWarning)
                                                                       1    0.000    0.000  polyutils.py:62(PolyError)
                                                                       1    0.000    0.000  polyutils.py:66(PolyDomainError)
                                                                       1    0.000    0.000  polyutils.py:79(PolyBase)
ikfast.py:11617(numsolutions)                                 ->      97    0.000    0.000  {len}
delta_functions.py:1(<module>)                                ->       2    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  delta_functions.py:8(DiracDelta)
                                                                       1    0.000    0.000  delta_functions.py:136(Heaviside)
numerictypes.py:285(_add_types)                               ->      36    0.000    0.000  numerictypes.py:127(english_lower)
                                                                      36    0.000    0.000  {isinstance}
                                                                       1    0.000    0.000  {method 'keys' of 'dict' objects}
inspect.py:743(getargs)                                       ->       7    0.000    0.000  <string>:8(__new__)
                                                                       7    0.000    0.000  inspect.py:208(iscode)
                                                                       7    0.000    0.000  {range}
iterables.py:207(__iter__)                                    ->
lil.py:2(<module>)                                            ->       1    0.000    0.000  lil.py:15(lil_matrix)
                                                                       1    0.000    0.000  six.py:184(find_module)
version.py:342(_parse_local_version)                          ->
ctx_mp_python.py:583(__init__)                                ->
symbol.py:160(__xnew__)                                       ->      14    0.000    0.000  symbol.py:56(__new_stage2__)
                                                                      14    0.000    0.000  sympify.py:23(sympify)
ring.py:11(get_ring)                                          ->
ikfast.py:11074(frontnumbers)                                 ->       1    0.000    0.000  basic.py:647(args)
records.py:36(<module>)                                       ->       1    0.000    0.000  records.py:83(format_parser)
                                                                       1    0.000    0.000  records.py:215(record)
                                                                       1    0.000    0.000  records.py:298(recarray)
os.py:512(getenv)                                             ->      20    0.000    0.000  UserDict.py:91(get)
test_selections.py:12(<module>)                               ->       1    0.000    0.000  test_selections.py:22(TestTypeGeneration)
                                                                       1    0.000    0.000  test_selections.py:61(TestScalarSliceRules)
core.py:7777(__init__)                                        ->       8    0.000    0.000  core.py:7782(getdoc)
                                                                       8    0.000    0.000  {getattr}
numbers.py:1530(NegativeInfinity)                             ->
inversekinematics.py:653(getsourcefilename)                   ->       1    0.000    0.000  posixpath.py:61(join)
                                                                       1    0.000    0.000  {len}
                                                                       1    0.000    0.000  {method 'join' of 'str' objects}
                                                                       1    0.000    0.000  {sorted}
interface.py:1(<module>)                                      ->       1    0.000    0.000  interface.py:7(LinearOperator)
                                                                       1    0.000    0.000  interface.py:203(MatrixLinearOperator)
                                                                       1    0.000    0.000  interface.py:218(IdentityOperator)
                                                                       2    0.000    0.000  six.py:184(find_module)
difflib.py:233(set_seq1)                                      ->
suite.py:1(<module>)                                          ->       1    0.000    0.000  suite.py:16(BaseTestSuite)
                                                                       1    0.000    0.000  suite.py:78(TestSuite)
                                                                       1    0.000    0.000  suite.py:252(_ErrorHolder)
                                                                       1    0.000    0.000  suite.py:299(_DebugResult)
polyoptions.py:157(_init_dependencies_order)                  ->       1    0.000    0.000  iterables.py:583(topological_sort)
                                                                       4    0.000    0.000  {method 'add' of 'set' objects}
                                                                      24    0.000    0.000  {method 'append' of 'list' objects}
                                                                       1    0.000    0.000  {method 'iteritems' of 'dict' objects}
hermite_e.py:59(<module>)                                     ->       1    0.000    0.000  abc.py:86(__new__)
                                                                       1    0.000    0.000  hermite_e.py:1812(HermiteE)
                                                                       4    0.000    0.000  {numpy.core.multiarray.array}
monomialtools.py:297(__init__)                                ->      49    0.000    0.000  {map}
extrapolation.py:1(<module>)                                  ->      16    0.000    0.000  calculus.py:4(defun)
                                                                       1    0.000    0.000  six.py:184(find_module)
defchararray.py:17(<module>)                                  ->       1    0.000    0.000  defchararray.py:1669(chararray)
sympy_tokenize.py:180(__init__)                               ->
ImageColor.py:20(<module>)                                    ->       2    0.000    0.000  six.py:184(find_module)
galoistools.py:1003(gf_monic)                                 ->      19    0.000    0.000  domain.py:379(is_one)
                                                                       8    0.000    0.000  galoistools.py:419(gf_quo_ground)
function.py:152(Function)                                     ->       1    0.000    0.000  cache.py:50(__cacheit)
                                                                       1    0.000    0.000  decorators.py:23(deprecated)
pretty_symbology.py:58(pretty_try_use_unicode)                ->       1    0.000    0.000  pretty_symbology.py:41(pretty_use_unicode)
                                                                      57    0.000    0.000  {getattr}
                                                                      50    0.000    0.000  {method 'append' of 'list' objects}
                                                                      57    0.000    0.000  {method 'encode' of 'unicode' objects}
                                                                       1    0.000    0.000  {method 'itervalues' of 'dict' objects}
                                                                       1    0.000    0.000  {method 'values' of 'dict' objects}
datatype.py:21(Datatype)                                      ->       3    0.000    0.000  {h5py._objects.with_phil}
sympyrationalfield.py:14(SymPyRationalField)                  ->       2    0.000    0.000  cache.py:74(wrapper)
relational.py:139(lhs)                                        ->
six.py:126(__init__)                                          ->
random.py:273(choice)                                         ->      18    0.000    0.000  {len}
                                                                      18    0.000    0.000  {method 'random' of '_random.Random' objects}
domain.py:66(normal)                                          ->
numberfields.py:1(<module>)                                   ->       1    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  numberfields.py:392(AlgebraicNumber)
calculus.py:1(<module>)                                       ->       2    0.000    0.000  calculus.py:1(CalculusMethods)
                                                                       2    0.000    0.000  calculus.py:5(MatrixCalculusMethods)
polytools.py:1761(LM)                                         ->       5    0.000    0.000  polytools.py:743(monoms)
laguerre.py:59(<module>)                                      ->       1    0.000    0.000  abc.py:86(__new__)
                                                                       1    0.000    0.000  laguerre.py:1765(Laguerre)
                                                                       4    0.000    0.000  {numpy.core.multiarray.array}
test_file.py:175(TestDrivers)                                 ->       2    0.000    0.000  case.py:51(_id)
                                                                       2    0.000    0.000  case.py:58(decorator)
                                                                       4    0.000    0.000  case.py:78(skipUnless)
{method 'iteritems' of 'dictproxy' objects}                   ->
ring.py:1(<module>)                                           ->       1    0.000    0.000  ring.py:6(Ring)
__init__.py:75(CFUNCTYPE)                                     ->       3    0.000    0.000  __init__.py:101(CFunctionType)
                                                                       6    0.000    0.000  {method 'pop' of 'dict' objects}
ctx_iv.py:134(__new__)                                        ->       4    0.000    0.000  ctx_iv.py:385(convert)
                                                                       1    0.000    0.000  {built-in method __new__ of type object at 0x561f3012bbc0}
{posix.remove}                                                ->
ccompiler.py:881(mkpath)                                      ->       2    0.000    0.000  dir_util.py:19(mkpath)
ctx_mp_python.py:149(__abs__)                                 ->      46    0.000    0.000  libmpf.py:651(mpf_abs)
                                                                      46    0.000    0.000  {built-in method __new__ of type object at 0x561f3012bbc0}
expr.py:233(_eval_power)                                      ->
orthogonal.py:1(<module>)                                     ->      12    0.000    0.000  functions.py:81(defun_wrapped)
                                                                      16    0.000    0.000  functions.py:84(defun)
expressiondomain.py:1(<module>)                               ->       1    0.000    0.000  expressiondomain.py:10(ExpressionDomain)
facts.py:456(rules_alpha)                                     ->       1    0.000    0.000  facts.py:442(split_alpha_beta)
ikfast.py:644(__init__)                                       ->       1    0.000    0.000  {range}
{method 'translate' of 'str' objects}                         ->
compatibility.py:4(<module>)                                  ->       3    0.000    0.000  six.py:184(find_module)
_datasource.py:35(<module>)                                   ->       1    0.000    0.000  _datasource.py:50(_FileOpeners)
                                                                       1    0.000    0.000  _datasource.py:74(__init__)
                                                                       1    0.000    0.000  _datasource.py:154(DataSource)
                                                                       1    0.000    0.000  _datasource.py:504(Repository)
sre_parse.py:221(isident)                                     ->
ikfast.py:10365(SolvePrismaticHingePairVariables)             ->       4    0.000    0.000  ikfast.py:535(__init__)
                                                                       4    0.000    0.000  ikfast.py:949(IsHinge)
                                                                       8    0.000    0.000  ikfast.py:962(IsPrismatic)
__init__.py:144(_check_size)                                  ->      14    0.000    0.000  {_ctypes.sizeof}
                                                                      14    0.000    0.000  {_struct.calcsize}
latex.py:3(<module>)                                          ->       1    0.000    0.000  latex.py:18(LatexPrinter)
                                                                       1    0.000    0.000  six.py:184(find_module)
inversekinematics.py:693(<genexpr>)                           ->      15    0.000    0.000  numeric.py:1835(array_str)
__init__.py:2287(_is_unpacked_egg)                            ->      63    0.000    0.000  {method 'endswith' of 'str' objects}
                                                                      63    0.000    0.000  {method 'lower' of 'str' objects}
{cPickle.load}                                                ->
selections2.py:12(<module>)                                   ->       1    0.000    0.000  selections2.py:76(ScalarReadSelection)
ccompiler.py:461(_need_link)                                  ->       1    0.000    0.000  dep_util.py:52(newer_group)
evalf.py:94(complex_accuracy)                                 ->      20    0.000    0.000  evalf.py:66(fastlog)
                                                                      20    0.000    0.000  {max}
realdomain.py:1(<module>)                                     ->       1    0.000    0.000  realdomain.py:11(RealDomain)
getlimits.py:151(<lambda>)                                    ->      10    0.000    0.000  getlimits.py:13(_frz)
                                                                      10    0.000    0.000  {numpy.core.multiarray.array}
numeric.py:2576(seterr)                                       ->       6    0.000    0.000  numeric.py:2676(geterr)
                                                                       6    0.000    0.000  {numpy.core.umath.geterrobj}
                                                                       6    0.000    0.000  {numpy.core.umath.seterrobj}
signals.py:1(<module>)                                        ->       1    0.000    0.000  signals.py:9(_InterruptHandler)
                                                                       1    0.000    0.000  weakref.py:297(__init__)
ctx_mp_python.py:357(_mpc)                                    ->
products.py:1(<module>)                                       ->       1    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  products.py:6(Product)
                                                                       1    0.000    0.000  six.py:184(find_module)
core.py:7782(getdoc)                                          ->       8    0.000    0.000  core.py:113(get_object_signature)
                                                                       8    0.000    0.000  {getattr}
{numpy.core.multiarray.add_docstring}                         ->
logic.py:338(_eval_propagate_not)                             ->       4    0.000    0.000  logic.py:195(__new__)
                                                                       8    0.000    0.000  logic.py:347(__new__)
core.py:903(__init__)                                         ->      54    0.000    0.000  {getattr}
__init__.py:726(__iter__)                                     ->
polytools.py:215(_hashable_content)                           ->
sre_parse.py:67(__init__)                                     ->
iterables.py:1(<module>)                                      ->       1    0.000    0.000  iterables.py:139(preorder_traversal)
                                                                       2    0.000    0.000  six.py:184(find_module)
importtools.py:1(<module>)                                    ->       1    0.000    0.000  importtools.py:12(__sympy_debug)
                                                                       1    0.000    0.000  six.py:184(find_module)
__init__.py:694(createLock)                                   ->       6    0.000    0.000  threading.py:114(RLock)
ImageFilter.py:18(<module>)                                   ->       1    0.000    0.000  ImageFilter.py:18(Filter)
                                                                       1    0.000    0.000  ImageFilter.py:24(Kernel)
                                                                       1    0.000    0.000  ImageFilter.py:57(BuiltinFilter)
                                                                       1    0.000    0.000  ImageFilter.py:64(RankFilter)
                                                                       1    0.000    0.000  ImageFilter.py:90(MedianFilter)
                                                                       1    0.000    0.000  ImageFilter.py:106(MinFilter)
                                                                       1    0.000    0.000  ImageFilter.py:122(MaxFilter)
                                                                       1    0.000    0.000  ImageFilter.py:140(ModeFilter)
                                                                       1    0.000    0.000  ImageFilter.py:156(GaussianBlur)
                                                                       1    0.000    0.000  ImageFilter.py:167(UnsharpMask)
                                                                       1    0.000    0.000  ImageFilter.py:180(BLUR)
                                                                       1    0.000    0.000  ImageFilter.py:193(CONTOUR)
                                                                       1    0.000    0.000  ImageFilter.py:204(DETAIL)
                                                                       1    0.000    0.000  ImageFilter.py:215(EDGE_ENHANCE)
                                                                       1    0.000    0.000  ImageFilter.py:226(EDGE_ENHANCE_MORE)
                                                                       1    0.000    0.000  ImageFilter.py:237(EMBOSS)
                                                                       1    0.000    0.000  ImageFilter.py:248(FIND_EDGES)
                                                                       1    0.000    0.000  ImageFilter.py:259(SMOOTH)
                                                                       1    0.000    0.000  ImageFilter.py:270(SMOOTH_MORE)
                                                                       1    0.000    0.000  ImageFilter.py:283(SHARPEN)
optparse.py:833(isbasestring)                                 ->      72    0.000    0.000  {isinstance}
dir_util.py:19(mkpath)                                        ->       2    0.000    0.000  genericpath.py:46(isdir)
                                                                       2    0.000    0.000  posixpath.py:329(normpath)
                                                                       2    0.000    0.000  {isinstance}
__init__.py:1298(addHandler)                                  ->       6    0.000    0.000  __init__.py:205(_acquireLock)
                                                                       6    0.000    0.000  __init__.py:214(_releaseLock)
                                                                       6    0.000    0.000  {method 'append' of 'list' objects}
bsr.py:1(<module>)                                            ->       1    0.000    0.000  bsr.py:19(bsr_matrix)
logic.py:98(__eq__)                                           ->     110    0.000    0.000  {isinstance}
fromnumeric.py:1987(all)                                      ->       1    0.000    0.000  numeric.py:484(asanyarray)
                                                                       1    0.000    0.000  {method 'all' of 'numpy.ndarray' objects}
precedence.py:40(precedence_Rational)                         ->
galoistools.py:502(gf_mul)                                    ->      26    0.000    0.000  galoistools.py:125(gf_degree)
                                                                      13    0.000    0.000  galoistools.py:177(gf_strip)
                                                                      21    0.000    0.000  {max}
                                                                      21    0.000    0.000  {min}
copy.py:113(_copy_with_constructor)                           ->
visualfeedback.py:11(<module>)                                ->       1    0.000    0.000  __init__.py:1567(getLogger)
                                                                       1    0.000    0.000  visualfeedback.py:25(VisualFeedback)
_endian.py:1(<module>)                                        ->       1    0.000    0.000  _endian.py:23(_swapped_meta)
                                                                       1    0.000    0.000  _endian.py:46(BigEndianStructure)
base.py:156(_RegionProxy)                                     ->       1    0.000    0.000  {h5py._objects.with_phil}
libelefun.py:211(bs_chudnovsky)                               ->    24/6    0.000    0.000  libelefun.py:211(bs_chudnovsky)
ikfast_generator_cpp.py:605(getClassInit)                     ->       5    0.000    0.000  {len}
                                                                       6    0.000    0.000  {method 'append' of 'list' objects}
                                                                       2    0.000    0.000  {method 'join' of 'str' objects}
                                                                       3    0.000    0.000  {range}
__init__.py:1147(resource_filename)                           ->       1    0.000    0.000  __init__.py:417(get_provider)
                                                                       1    0.000    0.000  __init__.py:1595(get_resource_filename)
threading.py:132(__init__)                                    ->       7    0.000    0.000  threading.py:59(__init__)
                                                                       7    0.000    0.000  {thread.allocate_lock}
os.py:136(makedirs)                                           ->       2    0.000    0.000  genericpath.py:23(exists)
                                                                       2    0.000    0.000  posixpath.py:82(split)
                                                                       2    0.000    0.000  {posix.mkdir}
{method 'clear' of 'dict' objects}                            ->
rational.py:7(create_reduced)                                 ->      13    0.000    0.000  {abs}
                                                                      19    0.000    0.000  {built-in method __new__ of type object at 0x561f3012bbc0}
error_functions.py:1(<module>)                                ->       1    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  error_functions.py:9(erf)
{method 'lower' of 'unicode' objects}                         ->
_inspect.py:133(strseq)                                       ->
numerictypes.py:781(_construct_lookups)                       ->      36    0.000    0.000  {isinstance}
                                                                      26    0.000    0.000  {len}
                                                                       1    0.000    0.000  {method 'items' of 'dict' objects}
iterables.py:184(skip)                                        ->
test_slicing.py:289(TestFieldNames)                           ->       1    0.000    0.000  numeric.py:148(ones)
ctx_mp_python.py:143(__float__)                               ->      15    0.000    0.000  libmpf.py:429(to_float)
numeric.py:2967(__enter__)                                    ->       3    0.000    0.000  numeric.py:2576(seterr)
polyconfig.py:1(<module>)                                     ->       1    0.000    0.000  polyconfig.py:33(configure)
containers.py:7(<module>)                                     ->       1    0.000    0.000  containers.py:12(Tuple)
                                                                       1    0.000    0.000  core.py:118(__init__)
identification.py:4(<module>)                                 ->       2    0.000    0.000  identification.py:13(IdentificationMethods)
{method 'isalnum' of 'str' objects}                           ->
evalf.py:141(evalf_abs)                                       ->       8    0.000    0.000  basic.py:647(args)
                                                                       8    0.000    0.000  evalf.py:120(get_abs)
posixpath.py:44(normcase)                                     ->
ode.py:203(<module>)                                          ->       2    0.000    0.000  multidimensional.py:77(__init__)
                                                                       2    0.000    0.000  multidimensional.py:88(__call__)
dep_util.py:52(newer_group)                                   ->       2    0.000    0.000  genericpath.py:23(exists)
                                                                       2    0.000    0.000  {posix.stat}
matrices.py:2185(__getattr__)                                 ->
polytools.py:773(all_coeffs)                                  ->       1    0.000    0.000  polyclasses.py:295(all_coeffs)
                                                                       5    0.000    0.000  realdomain.py:120(to_sympy)
sysconfig.py:51(_python_build)                                ->       2    0.000    0.000  genericpath.py:34(isfile)
                                                                       2    0.000    0.000  posixpath.py:61(join)
{method 'strip' of 'unicode' objects}                         ->
iterables.py:583(topological_sort)                            ->      15    0.000    0.000  iterables.py:659(<lambda>)
                                                                      25    0.000    0.000  {method 'append' of 'list' objects}
                                                                       4    0.000    0.000  {method 'discard' of 'set' objects}
                                                                      24    0.000    0.000  {method 'pop' of 'list' objects}
                                                                       4    0.000    0.000  {method 'remove' of 'list' objects}
                                                                       1    0.000    0.000  {sorted}
ccompiler.py:323(_setup_compile)                              ->       1    0.000    0.000  ccompiler.py:813(object_filenames)
                                                                       1    0.000    0.000  ccompiler.py:881(mkpath)
                                                                       1    0.000    0.000  ccompiler.py:1008(gen_preprocess_options)
                                                                       1    0.000    0.000  posixpath.py:97(splitext)
                                                                       1    0.000    0.000  posixpath.py:120(dirname)
                                                                       2    0.000    0.000  {isinstance}
                                                                       3    0.000    0.000  {len}
                                                                       1    0.000    0.000  {range}
{method 'split' of 'unicode' objects}                         ->
integerring.py:20(get_field)                                  ->
zeta.py:1(<module>)                                           ->      26    0.000    0.000  functions.py:81(defun_wrapped)
                                                                      18    0.000    0.000  functions.py:84(defun)
                                                                       2    0.000    0.000  functions.py:87(defun_static)
contextlib.py:1(<module>)                                     ->       1    0.000    0.000  contextlib.py:9(GeneratorContextManager)
                                                                       1    0.000    0.000  contextlib.py:54(contextmanager)
                                                                       1    0.000    0.000  contextlib.py:132(closing)
printer.py:66(<module>)                                       ->       1    0.000    0.000  printer.py:76(Printer)
                                                                       1    0.000    0.000  six.py:184(find_module)
cse_opts.py:3(<module>)                                       ->       1    0.000    0.000  core.py:118(__init__)
                                                                       1    0.000    0.000  cse_opts.py:25(Sub)
polyconfig.py:33(configure)                                   ->      11    0.000    0.000  os.py:512(getenv)
                                                                       1    0.000    0.000  six.py:184(find_module)
                                                                       1    0.000    0.000  {method 'items' of 'dict' objects}
complexes.py:134(<lambda>)                                    ->       9    0.000    0.000  cache.py:74(wrapper)
